User ID*,Session ID*,Completion Date/Time,Due Date/Time‡,Comments,Request Date/Time,Registration Date/Time,Score,Pass/Fail,Transcript Status,User Exempt Reason,Approver Exempt Reason,User's Exemption Comments,Approver's Exemption Comments,Exempt By,Archived
1500,Core_ Core Operator Training (AGGU) Class,,,,2016-08-06 08:00:00,2016-08-06 08:00:00,0,Pass,Completed,,,,,,0
1520,QR code ILTcourse-0001,,,,2024-01-22 22:51:08,2024-01-22 22:51:08,0,Pass,Completed,,,,,,0
1521,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:20:56,2018-12-13 15:20:56,0,Pass,Completed,,,,,,0
1521,Safety_Token Yochi Class,,,,2017-11-10 08:00:00,2017-11-10 08:00:00,0,Pass,Completed,,,,,,0
1521,Technical_Fanuc Level I (Ranken) Class,,,,2018-12-13 20:22:56,2018-12-13 20:22:56,0,Pass,Completed,,,,,,0
1527,Computer Skills_Excel Basic Class,,,,2017-03-27 08:00:00,2017-03-27 08:00:00,0,Pass,Completed,,,,,,0
1529,Core_ Core Operator Training (AGGU) Class,,,,2015-07-22 08:00:00,2015-07-22 08:00:00,0,Pass,Completed,,,,,,0
1622,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:23:27,2018-12-13 15:23:27,0,Pass,Completed,,,,,,0
1622,Leadership_Emotional Intelligence Training-0001,,,,2019-09-20 00:29:38,2019-09-20 00:29:38,0,Pass,Completed,,,,,,0
1634,Leadership_Emotional Intelligence Training-0002,,,,2019-10-10 15:09:35,2019-10-10 15:09:35,0,Pass,Completed,,,,,,0
1634,Safety_Token Yochi Class,,,,2017-07-13 08:00:00,2017-07-13 08:00:00,0,Pass,Completed,,,,,,0
1635,Safety_Token Yochi Class,,,,2017-02-23 08:00:00,2017-02-23 08:00:00,0,Pass,Completed,,,,,,0
1657,Computer & Software_JDE Class,,,,2017-09-19 08:00:00,2017-09-19 08:00:00,0,Pass,Completed,,,,,,0
1657,Computer & Software_Microsoft Outlook Class,,,,2017-09-15 08:00:00,2017-09-15 08:00:00,0,Pass,Completed,,,,,,0
1657,Computer Skills_Excel Basic Class,,,,2017-07-24 08:00:00,2017-07-24 08:00:00,0,Pass,Completed,,,,,,0
1657,Computer Skills_Excel Intermediate Class,,,,2017-07-08 08:00:00,2017-07-08 08:00:00,0,Pass,Completed,,,,,,0
1657,Computer_GDP (eTime dept tracking) Class,,,,2017-09-15 08:00:00,2017-09-15 08:00:00,0,Pass,Completed,,,,,,0
1657,Computer_FileHold Class,,,,2017-09-25 08:00:00,2017-09-25 08:00:00,0,Pass,Completed,,,,,,0
1657,Safety_Token Yochi Class,,,,2016-10-08 08:00:00,2016-10-08 08:00:00,0,Pass,Completed,,,,,,0
1662,Leadership_Emotional Intelligence Training-0002,,,,2019-09-16 13:37:51,2019-09-16 13:37:51,0,Pass,Completed,,,,,,0
1687,Core_ Core Operator Training (AGGU) Class,,,,2015-09-10 08:00:00,2015-09-10 08:00:00,0,Pass,Completed,,,,,,0
1706,Onboarding_Mentor Certification Training-0029,,,,2021-08-24 15:16:44,2021-08-24 15:16:44,0,Pass,Completed,,,,,,0
1740,Train the Trainer_Overhead Crane Instructor Class,,,,2016-03-15 08:00:00,2016-03-15 08:00:00,0,Pass,Completed,,,,,,0
1743,Computer Skills_Excel Intermediate Class,,,,2017-10-04 08:00:00,2017-10-04 08:00:00,0,Pass,Completed,,,,,,0
1768,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
1778,Computer_FileHold Class,,,,2017-03-05 08:00:00,2017-03-05 08:00:00,0,Pass,Completed,,,,,,0
1783,Core_ Core Operator Training (AGGU) Class,,,,2016-06-06 08:00:00,2016-06-06 08:00:00,0,Pass,Completed,,,,,,0
1798,Technical_Fanuc Level I (Ranken) Class,,,,2018-12-13 20:22:56,2018-12-13 20:22:56,0,Pass,Completed,,,,,,0
1798,Technical_Fanuc Level II (Ranken) Class,,,,2018-12-13 20:21:06,2018-12-13 20:21:06,0,Pass,Completed,,,,,,0
1824,Core_ Core Operator Training (AGGU) Class,,,,2015-09-23 08:00:00,2015-09-23 08:00:00,0,Pass,Completed,,,,,,0
1839,Computer Skills_Excel Basic Class,,,,2017-07-24 08:00:00,2017-07-24 08:00:00,0,Pass,Completed,,,,,,0
1839,Computer Skills_Excel Intermediate Class,,,,2017-07-08 08:00:00,2017-07-08 08:00:00,0,Pass,Completed,,,,,,0
1841,Core_ Core Operator Training (AGGU) Class,,,,2016-06-06 08:00:00,2016-06-06 08:00:00,0,Pass,Completed,,,,,,0
1842,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
1856,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
1907,Leadership_Emotional Intelligence Training-0002,,,,2019-09-16 16:53:45,2019-09-16 16:53:45,0,Pass,Completed,,,,,,0
1917,Leadership_Emotional Intelligence Training-0002,,,,2019-09-13 21:02:13,2019-09-13 21:02:13,0,Pass,Completed,,,,,,0
1920,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 16:22:09,2018-12-13 16:22:09,0,Pass,Completed,,,,,,0
1920,Leadership_Emotional Intelligence Training-0001,,,,2019-07-10 20:58:41,2019-07-10 20:58:41,0,Pass,Completed,,,,,,0
1937,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 16:37:12,2018-12-13 16:37:12,0,Pass,Completed,,,,,,0
1937,Leadership_Emotional Intelligence Training-0001,,,,2019-09-13 19:44:47,2019-09-13 19:44:47,0,Pass,Completed,,,,,,0
1943,Computer Skills_Excel Basic Class,,,,2017-06-26 08:00:00,2017-06-26 08:00:00,0,Pass,Completed,,,,,,0
1943,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 16:22:09,2018-12-13 16:22:09,0,Pass,Completed,,,,,,0
1943,Safety_Token Yochi Class,,,,2017-07-11 08:00:00,2017-07-11 08:00:00,0,Pass,Completed,,,,,,0
1962,Computer Skills_Excel Basic Class,,,,2017-06-26 08:00:00,2017-06-26 08:00:00,0,Pass,Completed,,,,,,0
1962,Computer Skills_Excel Intermediate Class,,,,2017-10-07 08:00:00,2017-10-07 08:00:00,0,Pass,Completed,,,,,,0
1971,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2033,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:57:33,2018-12-13 15:57:33,0,Pass,Completed,,,,,,0
2033,Leadership_Emotional Intelligence Training-0002,,,,2019-09-13 22:00:59,2019-09-13 22:00:59,0,Pass,Completed,,,,,,0
2037,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2068,Compliance_LIVE Fire Extinguisher Training_MO-0116,,,,2023-03-29 15:28:35,2023-03-29 15:28:35,0,Pass,Completed,,,,,,0
2131,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:51:19,2018-12-13 15:51:19,0,Pass,Completed,,,,,,0
2131,Safety_Token Yochi Class,,,,2017-07-13 08:00:00,2017-07-13 08:00:00,0,Pass,Completed,,,,,,0
2226,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:57:33,2018-12-13 15:57:33,0,Pass,Completed,,,,,,0
2226,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2231,Train the Trainer_Overhead Crane Instructor Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2263,Computer Skills_Excel Basic Class,,,,2017-04-30 08:00:00,2017-04-30 08:00:00,0,Pass,Completed,,,,,,0
2263,Safety_Token Yochi Class,,,,2019-07-06 20:40:37,2019-07-06 20:40:37,0,Pass,Completed,,,,,,0
2268,Auditor Training (vendor) Class,,,,2017-03-27 08:00:00,2017-03-27 08:00:00,0,Pass,Completed,,,,,,0
2268,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 14:48:56,2018-12-13 14:48:56,0,Pass,Completed,,,,,,0
2268,Requirement_Certificate of AGG Auditor Class -0001,,,,2016-09-30 08:00:00,2016-09-30 08:00:00,0,Pass,Completed,,,,,,0
2268,Requirement_Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2000_ISO/TS 16949:20,,,,2003-09-19 08:00:00,2003-09-19 08:00:00,0,Pass,Completed,,,,,,0
2268,Requirement_Lead Auditor Validation (ISO/TS 16949:2009) -0001,,,,2016-06-16 08:00:00,2016-06-16 08:00:00,0,Pass,Completed,,,,,,0
2289,Computer Skills_Excel Intermediate Class,,,,2017-05-15 08:00:00,2017-05-15 08:00:00,0,Pass,Completed,,,,,,0
2290,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 16:22:09,2018-12-13 16:22:09,0,Pass,Completed,,,,,,0
2340,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 16:22:09,2018-12-13 16:22:09,0,Pass,Completed,,,,,,0
2340,Computer_Excel Basic-0011,,,,2019-01-31 14:35:56,2019-01-31 14:35:56,0,Pass,Completed,,,,,,0
2377,Safety_Token Yochi Class,,,,2017-11-10 08:00:00,2017-11-10 08:00:00,0,Pass,Completed,,,,,,0
2435,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2455,Computer Skills_Excel Intermediate Class,,,,2017-05-15 08:00:00,2017-05-15 08:00:00,0,Pass,Completed,,,,,,0
2522,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2525,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2535,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2566,Leadership_Emotional Intelligence Training-0002,,,,2019-09-16 13:12:28,2019-09-16 13:12:28,0,Pass,Completed,,,,,,0
2579,Leadership_Emotional Intelligence Training-0001,,,,2019-09-13 16:41:40,2019-09-13 16:41:40,0,Pass,Completed,,,,,,0
2583,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2614,Computer_Excel Basic-0011,,,,2019-01-14 19:31:02,2019-01-14 19:31:02,0,Pass,Completed,,,,,,0
2627,Computer Skills_Excel Basic Class,,,,2017-04-24 08:00:00,2017-04-24 08:00:00,0,Pass,Completed,,,,,,0
2627,Computer Skills_Excel Intermediate Class,,,,2017-05-15 08:00:00,2017-05-15 08:00:00,0,Pass,Completed,,,,,,0
2627,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:57:33,2018-12-13 15:57:33,0,Pass,Completed,,,,,,0
2627,Core_ Core Operator Training (AGGU) Class,,,,2017-03-10 08:00:00,2017-03-10 08:00:00,0,Pass,Completed,,,,,,0
2639,Computer_Excel Basic-0011,,,,2019-04-02 14:53:16,2019-04-02 14:53:16,0,Pass,No Show,,,,,,0
2654,Train the Trainer_Overhead Crane Instructor Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2674,Safety_Token Yochi Class,,,,2019-12-06 15:55:48,2019-12-06 15:55:48,0,Pass,Completed,,,,,,0
2687,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2694,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2718,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:49:26,2018-12-13 15:49:26,0,Pass,Completed,,,,,,0
2718,Safety_Token Yochi Class,,,,2017-12-10 08:00:00,2017-12-10 08:00:00,0,Pass,Completed,,,,,,0
2718,Train the Trainer_Overhead Crane Instructor Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2744,Train the Trainer_Overhead Crane Instructor Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2781,Technical_Fanuc Level I (Ranken)-0001,,,,2021-12-07 20:59:22,2021-12-07 20:59:22,0,Pass,Completed,,,,,,0
2781,Technical_Mechanical Level 2 Lab (Ranken) Class,,,,2016-10-10 08:00:00,2016-10-10 08:00:00,0,Pass,Completed,,,,,,0
2790,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2809,Computer & Software_JDE Class,,,,2017-01-23 08:00:00,2017-01-23 08:00:00,0,Pass,Completed,,,,,,0
2809,Computer & Software_Microsoft Outlook Class,,,,2017-01-23 08:00:00,2017-01-23 08:00:00,0,Pass,Completed,,,,,,0
2809,Computer & Software_Shop Floor Data Entry Class,,,,2017-01-23 08:00:00,2017-01-23 08:00:00,0,Pass,Completed,,,,,,0
2809,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:57:33,2018-12-13 15:57:33,0,Pass,Completed,,,,,,0
2809,Computer_FileHold Class,,,,2017-01-23 08:00:00,2017-01-23 08:00:00,0,Pass,Completed,,,,,,0
2809,Legal_FMLA for Management (AGG specifics) Class,,,,2017-03-04 08:00:00,2017-03-04 08:00:00,0,Pass,Completed,,,,,,0
2809,Safety_Token Yochi Class,,,,2017-06-29 08:00:00,2017-06-29 08:00:00,0,Pass,Completed,,,,,,0
2841,Safety_Token Yochi Class,,,,2016-10-08 08:00:00,2016-10-08 08:00:00,0,Pass,Completed,,,,,,0
2846,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 16:22:09,2018-12-13 16:22:09,0,Pass,Completed,,,,,,0
2846,Leadership_Emotional Intelligence Training-0001,,,,2019-09-13 13:49:57,2019-09-13 13:49:57,0,Pass,Completed,,,,,,0
2859,Computer & Software_Excel Intermediate-0002,,,,2019-01-24 16:00:31,2019-01-24 16:00:31,0,Pass,Cancelled,,,,,,0
2859,Computer & Software_Excel Intermediate-0003,,,,2019-01-02 22:19:46,2019-01-02 22:19:46,0,Pass,Completed,,,,,,0
2859,Computer_Excel Basic-0011,,,,2019-01-14 22:55:50,2019-01-14 22:55:50,0,Pass,Completed,,,,,,0
2859,Technical_Fanuc Level I (Ranken)-0001,,,,2021-12-07 21:28:32,2021-12-07 21:28:32,0,Pass,Completed,,,,,,0
2859,Technical_Fanuc Level I (Ranken)-0004,,,,2021-08-20 18:21:54,2021-08-20 18:21:54,0,Pass,Completed,,,,,,0
2859,Technical_Mechanical Level 2 Lab (Ranken) Class,,,,2016-10-10 08:00:00,2016-10-10 08:00:00,0,Pass,Completed,,,,,,0
2881,Computer & Software_JDE Class,,,,2017-09-19 08:00:00,2017-09-19 08:00:00,0,Pass,Completed,,,,,,0
2881,Computer & Software_Microsoft Outlook Class,,,,2017-09-15 08:00:00,2017-09-15 08:00:00,0,Pass,Completed,,,,,,0
2881,Computer_GDP (eTime dept tracking) Class,,,,2017-09-15 08:00:00,2017-09-15 08:00:00,0,Pass,Completed,,,,,,0
2881,Computer_FileHold Class,,,,2017-09-25 08:00:00,2017-09-25 08:00:00,0,Pass,Completed,,,,,,0
2881,Safety_Token Yochi Class,,,,2017-09-08 08:00:00,2017-09-08 08:00:00,0,Pass,Completed,,,,,,0
2883,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2887,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
2999,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 16:37:12,2018-12-13 16:37:12,0,Pass,Completed,,,,,,0
2999,Technical_Fanuc Level I (Ranken) Class,,,,2017-02-13 08:00:00,2017-02-13 08:00:00,0,Pass,Completed,,,,,,0
2999,Technical_Fanuc Level II (Ranken) Class,,,,2017-03-20 08:00:00,2017-03-20 08:00:00,0,Pass,Completed,,,,,,0
2999,Technical_Fanuc Level III (Ranken) Class,,,,2017-01-05 08:00:00,2017-01-05 08:00:00,0,Pass,Completed,,,,,,0
3064,Core_ Core Operator Training (AGGU) Class,,,,2015-08-18 08:00:00,2015-08-18 08:00:00,0,Pass,Completed,,,,,,0
3121,Computer Skills_Excel Basic Class,,,,2017-03-27 08:00:00,2017-03-27 08:00:00,0,Pass,Completed,,,,,,0
3121,Computer Skills_Excel Intermediate Class,,,,2017-10-07 08:00:00,2017-10-07 08:00:00,0,Pass,Completed,,,,,,0
3121,Safety_Token Yochi Class,,,,2019-05-24 15:05:10,2019-05-24 15:05:10,0,Pass,Completed,,,,,,0
3137,Computer Skills_Excel Basic Class,,,,2017-03-27 08:00:00,2017-03-27 08:00:00,0,Pass,Completed,,,,,,0
3137,Core_ Core Operator Training (AGGU) Class,,,,2015-10-15 08:00:00,2015-10-15 08:00:00,0,Pass,Completed,,,,,,0
3183,Computer_FileHold Class,,,,2017-03-05 08:00:00,2017-03-05 08:00:00,0,Pass,Completed,,,,,,0
3288,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 16:22:09,2018-12-13 16:22:09,0,Pass,Completed,,,,,,0
3307,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:20:56,2018-12-13 15:20:56,0,Pass,Completed,,,,,,0
3307,Safety_Token Yochi Class,,,,2017-10-08 08:00:00,2017-10-08 08:00:00,0,Pass,Completed,,,,,,0
3342,Core_ Core Operator Training (AGGU) Class,,,,2015-02-09 08:00:00,2015-02-09 08:00:00,0,Pass,Completed,,,,,,0
3366,Train the Trainer_Overhead Crane Instructor Class,,,,2016-03-15 08:00:00,2016-03-15 08:00:00,0,Pass,Completed,,,,,,0
3407,Train the Trainer_Overhead Crane Instructor Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
3468,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
3477,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:11:16,2018-12-13 15:11:16,0,Pass,Completed,,,,,,0
3477,Computer_FileHold Class,,,,2017-03-05 08:00:00,2017-03-05 08:00:00,0,Pass,Completed,,,,,,0
3477,Safety_Token Yochi Class,,,,2017-11-10 08:00:00,2017-11-10 08:00:00,0,Pass,Completed,,,,,,0
3487,Computer & Software_JDE Class,,,,2015-12-16 08:00:00,2015-12-16 08:00:00,0,Pass,Completed,,,,,,0
3487,Core_ Core Operator Training (AGGU) Class,,,,2015-09-16 08:00:00,2015-09-16 08:00:00,0,Pass,Completed,,,,,,0
3487,Safety_Token Yochi Class,,,,2017-10-08 08:00:00,2017-10-08 08:00:00,0,Pass,Completed,,,,,,0
3498,Core_ Core Operator Training (AGGU) Class,,,,2015-09-23 08:00:00,2015-09-23 08:00:00,0,Pass,Completed,,,,,,0
3499,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
3530,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
3575,Computer Skills_Excel Basic Class,,,,2017-06-26 08:00:00,2017-06-26 08:00:00,0,Pass,Completed,,,,,,0
3575,Computer Skills_Excel Intermediate Class,,,,2017-10-07 08:00:00,2017-10-07 08:00:00,0,Pass,Completed,,,,,,0
3575,Safety_Token Yochi Class,,,,2017-11-08 08:00:00,2017-11-08 08:00:00,0,Pass,Completed,,,,,,0
3600,Computer Skills_Excel Basic Class,,,,2017-06-26 08:00:00,2017-06-26 08:00:00,0,Pass,Completed,,,,,,0
3600,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:23:27,2018-12-13 15:23:27,0,Pass,Completed,,,,,,0
3600,Core_ Core Operator Training (AGGU) Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
3600,Safety_Token Yochi Class,,,,2017-10-08 08:00:00,2017-10-08 08:00:00,0,Pass,Completed,,,,,,0
3601,Leadership_Emotional Intelligence Training-0002,,,,2019-07-10 20:06:02,2019-07-10 20:06:02,0,Pass,Completed,,,,,,0
3625,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:11:16,2018-12-13 15:11:16,0,Pass,Completed,,,,,,0
3625,Computer_FileHold Class,,,,2017-03-05 08:00:00,2017-03-05 08:00:00,0,Pass,Completed,,,,,,0
3625,Core_ Core Operator Training (AGGU) Class,,,,2015-10-08 08:00:00,2015-10-08 08:00:00,0,Pass,Completed,,,,,,0
3689,Leadership_Emotional Intelligence Training-0001,,,,2019-09-16 16:58:18,2019-09-16 16:58:18,0,Pass,Completed,,,,,,0
3709,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:11:16,2018-12-13 15:11:16,0,Pass,Completed,,,,,,0
3716,Computer Skills_Excel Basic Class,,,,2017-03-27 08:00:00,2017-03-27 08:00:00,0,Pass,Completed,,,,,,0
3716,Computer Skills_Excel Intermediate Class,,,,2017-10-04 08:00:00,2017-10-04 08:00:00,0,Pass,Completed,,,,,,0
3738,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:20:56,2018-12-13 15:20:56,0,Pass,Completed,,,,,,0
3738,Leadership_Emotional Intelligence Training-0002,,,,2019-07-10 17:05:54,2019-07-10 17:05:54,0,Pass,Completed,,,,,,0
3788,Computer & Software_Microsoft Outlook Class,,,,2015-10-22 08:00:00,2015-10-22 08:00:00,0,Pass,Completed,,,,,,0
3788,Computer Skills_Excel Basic Class,,,,2017-03-27 08:00:00,2017-03-27 08:00:00,0,Pass,Completed,,,,,,0
3788,Computer Skills_Excel Intermediate Class,,,,2017-10-04 08:00:00,2017-10-04 08:00:00,0,Pass,Completed,,,,,,0
3788,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:20:56,2018-12-13 15:20:56,0,Pass,Completed,,,,,,0
3788,Computer_FileHold Class,,,,2015-12-11 08:00:00,2015-12-11 08:00:00,0,Pass,Completed,,,,,,0
3788,Safety_Token Yochi Class,,,,2017-10-08 08:00:00,2017-10-08 08:00:00,0,Pass,Completed,,,,,,0
3790,Compliance_LIVE Fire Extinguisher Training_MO-0117,,,,2023-03-29 15:33:05,2023-03-29 15:33:05,0,Pass,Completed,,,,,,0
3881,Core_ Core Operator Training (AGGU) Class,,,,2015-09-23 08:00:00,2015-09-23 08:00:00,0,Pass,Completed,,,,,,0
3888,Computer Skills_Excel Intermediate Class,,,,2017-10-07 08:00:00,2017-10-07 08:00:00,0,Pass,Completed,,,,,,0
3906,Computer_Excel Basic-0011,,,,2019-01-18 21:10:51,2019-01-18 21:10:51,0,Pass,Completed,,,,,,0
3920,Computer & Software_Microsoft Outlook Class,,,,2015-03-12 08:00:00,2015-03-12 08:00:00,0,Pass,Completed,,,,,,0
3920,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:20:56,2018-12-13 15:20:56,0,Pass,Completed,,,,,,0
3971,Leadership_Emotional Intelligence Training-0001,,,,2019-09-16 13:24:10,2019-09-16 13:24:10,0,Pass,Completed,,,,,,0
3972,Technical_Fanuc Level I (Ranken) Class,,,,2018-12-13 20:18:51,2018-12-13 20:18:51,0,Pass,Completed,,,,,,0
3972,Technical_Fanuc Level II (Ranken) Class,,,,2018-12-13 20:26:51,2018-12-13 20:26:51,0,Pass,Completed,,,,,,0
3988,Core_ Core Operator Training (AGGU) Class,,,,2015-09-16 08:00:00,2015-09-16 08:00:00,0,Pass,Completed,,,,,,0
4014,Train the Trainer_Overhead Crane Instructor Class,,,,2015-08-27 08:00:00,2015-08-27 08:00:00,0,Pass,Completed,,,,,,0
4059,Computer Skills_Excel Basic Class,,,,2017-03-27 08:00:00,2017-03-27 08:00:00,0,Pass,Completed,,,,,,0
4059,Computer Skills_Excel Intermediate Class,,,,2017-10-04 08:00:00,2017-10-04 08:00:00,0,Pass,Completed,,,,,,0
4063,Computer Skills_Excel Basic Class,,,,2017-06-26 08:00:00,2017-06-26 08:00:00,0,Pass,Completed,,,,,,0
4063,Technical_Fanuc Level I (Ranken) Class,,,,2018-04-27 19:00:10,2018-04-27 19:00:10,0,Pass,Completed,,,,,,0
4063,Technical_Fanuc Level II (Ranken) Class,,,,2018-12-13 20:16:45,2018-12-13 20:16:45,0,Pass,Completed,,,,,,0
4125,Computer_GDP (eTime dept tracking) Class,,,,2018-12-13 15:23:27,2018-12-13 15:23:27,0,Pass,Completed,,,,,,0
