Event Description,Objectives,Default Language,Competency IDs,Skills,Available Languages,Training Contact,Created/Modified By,Allow Users to Attend Multiple Sessions,Allow Interest Tracking,Keywords,Provide cost of Event,Currency Code,Copy Availability to New Sessions,Availability to All Users,Penalty Number of Days prior to start,Credits,Limit Users To One Waitlist Per Event,Display Session Time In User Time,Ability To Select Session,Training Units,Default Training Unit Price,Thumbnail,Exclude from Course Recommendations,Training Purpose,Points,Badge,Emails,Event ID*,Event Name*,Active,Vendor/Provider*,Secondary Vendor/Provider,Subject IDs*,Allow waitlist for sessions*,Allow Auto-Management of Waitlist‡,Auto-Register User upon Granting Waitlist‡,Training Hours,Availability to Specific Users,Availability to OU‡*,Availability OU Type,Register Upon Approval,Pre-Approved,Include Subordinates,Registration Deadline,Registration Deadline - Before/After,Minimum Users,Maximum Users,Preferred Instructors,No-show Penalty – Monetary,No-show Penalty – Training Units,Restrict Withdraw from Session,Refund Type,Refund Percentage‡,Refund Amount‡,Refund Number of Days prior to start‡,Withdrawal Penalty Percentage,Withdrawal Penalty Amount
"Multi-Modal Certification for safe transportation of dangerous goods by land (49CFR), sea (IMDG), and air (IATA) (3-year Recertification for 49CFR and IMDG) (2-year Recertification for IATA)",,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Initial/Recurrent (vendor),"Initial/Recurrent IATA, 49 CFR & IMDG",0,ILT Content,,897,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
Work safely with Chrome; follow Chrome Department procedures and policies to ensure your safety and the safety of others (No Recertification),,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to Chrome,Intro to Chrome,0,ILT Content,,1138,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Receive detailed information on policies and procedures in safety, TPS, and quality; understand your employee rights and responsibilities (No Recertification)",,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG,Intro to AGG,0,ILT Content,,1137,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to the benefits AGG provides to employees, which may include health insurances, retirement plans, medical leave rights, and more. This training complies with requirements set by AGG and governing agencies.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Benefits Orientation (IMX),Intro to AGG - Benefits Orientation (IMX),1,ILT Content,,1132,TRUE,Time based,TRUE,7200.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to the benefits AGG provides to employees, which may include health insurances, retirement plans, medical leave rights, and more. This training complies with requirements set by AGG and governing agencies.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Benefits Orientation (MINTO),Intro to AGG - Benefits Orientation (MINTO) - HR will Assess Completion,1,ILT Content,,1131,TRUE,Time based,TRUE,7200.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to the benefits AGG provides to employees, which may include health insurances, retirement plans, medical leave rights, and more. This training complies with requirements set by AGG and governing agencies.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Benefits Orientation (AGGASK),Intro to AGG - Benefits Orientation (AGGASK) - AGGU will Assess Completion,1,ILT Content,,915,TRUE,Time based,TRUE,7200.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to the benefits AGG provides to employees, which may include health insurances, retirement plans, medical leave rights, and more. This training complies with requirements set by AGG and governing agencies.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Benefits Orientation (AGGFS),Intro to AGG - Benefits Orientation (AGGFS),1,ILT Content,,902,TRUE,Time based,TRUE,7200.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to the benefits AGG provides to employees, which may include health insurances, retirement plans, medical leave rights, and more. This training complies with requirements set by AGG and governing agencies.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Benefits Orientation (AGGKY),Intro to AGG - Benefits Orientation (AGGKY),1,ILT Content,,1027,TRUE,Time based,TRUE,7200.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to the benefits AGG provides to employees, which may include health insurances, retirement plans, medical leave rights, and more. This training complies with requirements set by AGG and governing agencies.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Benefits Orientation (AGGMO),Intro to AGG - Benefits Orientation (HR will Assess Completion),1,ILT Content,,910,TRUE,Time based,TRUE,7200.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to the benefits AGG provides to employees, which may include health insurances, retirement plans, medical leave rights, and more. This training complies with requirements set by AGG and governing agencies.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Benefits Orientation (AGGNA),Intro to AGG - Benefits Orientation (AGGNA),1,ILT Content,,1031,TRUE,Time based,TRUE,7200.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to the benefits AGG provides to employees, which may include health insurances, retirement plans, medical leave rights, and more. This training complies with requirements set by AGG and governing agencies.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Benefits Orientation (AGGTX),Intro to AGG - Benefits Orientation (AGGTX) - AGGU will Assess Completion,1,ILT Content,,1120,TRUE,Time based,TRUE,7200.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
Introduces new employees to AGG's HR-related policies and procedures. This training complies with requirements set by AGG and governing authorities.,,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - HR Orientation (AGGMO-NAI),Intro to AGG - HR Orientation (HR will Assess Completion),1,ILT Content,,890,TRUE,Time based,TRUE,5400.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to AGG's policies, procedures, and philosophies, as well as environmental and safety policies and procedures. This training complies with requirements set by AGG, local, and governing authorities.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Orientation (IMX),Intro to AGG - Orientation (IMX),1,ILT Content,,908,TRUE,Time based,TRUE,14400.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to AGG's policies, procedures, and philosophies, as well as environmental and safety policies and procedures. This training complies with requirements set by AGG, local, and governing authorities.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Orientation (MINTO),Intro to AGG - Orientation (MINTO) - HR will Assess Completion,1,ILT Content,,889,TRUE,Time based,TRUE,14400.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to AGG's policies, procedures, and philosophies, as well as environmental and safety policies and procedures. This training complies with requirements set by AGG, local, and governing authorities.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Orientation (AGGASK),Intro to AGG - Orientation (AGGASK) - AGGU will Assess Completion,1,ILT Content,,1181,TRUE,Time based,TRUE,14400.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to AGG's policies, procedures, and philosophies, as well as environmental and safety policies and procedures. This training complies with requirements set by AGG, local, and governing authorities.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Orientation (AGGFS),Intro to AGG - Orientation (AGGFS),1,ILT Content,,903,TRUE,Time based,TRUE,14400.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to AGG's policies, procedures, and philosophies, as well as environmental and safety policies and procedures. This training complies with requirements set by AGG, local, and governing authorities.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Orientation (AGGKY),Intro to AGG - Orientation (AGGKY),1,ILT Content,,911,TRUE,Time based,TRUE,14400.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to AGG's policies, procedures, and philosophies, as well as environmental and safety policies and procedures. This training complies with requirements set by AGG, local, and governing authorities.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Orientation (AGGNA),Intro to AGG - Orientation (AGGNA),1,ILT Content,,1030,TRUE,Time based,TRUE,14400.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Introduces new employees to AGG's policies, procedures, and philosophies, as well as environmental and safety policies and procedures. This training complies with requirements set by AGG, local, and governing authorities.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG - Orientation (AGGTX),Intro to AGG - Orientation (AGGTX) - AGGU will Assess Completion,1,ILT Content,,904,TRUE,Time based,TRUE,14400.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Receive detailed information on your eligible AGG benefits, including medical insurances and retirement (No Recertification)",,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Intro to AGG Benefits,Intro to AGG Benefits,0,ILT Content,,1135,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Know your role and responsibilities, as a leader at Toyoda Gosei, to uphold rules and policies related to corporate and social responsibility, compliance, and third-party involvement (Annual Recertification) This training complies with AGGNA standards.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Legal Compliance (2020),Legal Compliance Training (2020),0,ILT Content,,1126,TRUE,Time based,TRUE,5400.0,,,,FALSE,FALSE,FALSE,0,Before,,,NA900569,0,0,FALSE,,0,0,0,0,0
" The Safety Dept will schedule this live fire extinguisher training, and will notify you of the dates and times. In this training, attendees will learn how to properly extinguish class A, B, and C fires.",,1,,,,AGG.University@dummydata.com,,TRUE,1,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Live Fire Extinguisher Training,Live Fire Extinguisher Training (Safety Dept will Schedule Date & Time),0,ILT Content,,1020,TRUE,Time based,TRUE,3600.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"The Safety Dept will schedule this live fire extinguisher training, and will notify you of the dates and times. In this training, attendees will learn how to properly extinguish class A, B, and C fires.",,1,,,,AGG.University@dummydata.com,,TRUE,1,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_LIVE Fire Extinguisher Training_MO,LIVE Fire Extinguisher Training (Safety Department will Schedule Date & Time),1,ILT Content,,1121,TRUE,Time based,TRUE,3600.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"The Safety Dept will schedule this live fire extinguisher training, and will notify you of the dates and times. In this training, attendees will learn how to properly extinguish class A, B, and C fires.",,1,,,,AGG.University@dummydata.com,,TRUE,1,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_LIVE Fire Extinguisher Training_SP,LIVE Fire Extinguisher Training (Safety Department will Schedule Date & Time),1,ILT Content,,1025,TRUE,Time based,TRUE,3600.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
Evaluation of your ability to properly and safely operate an overhead crane (No Recertification; Remediation if needed),,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Overhead Crane Operating Skills Test,Overhead Crane Operating Skills Test,0,ILT Content,,1134,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
Certifies forklift operators to safely fill propane tanks on propane forklifts (3-yr Recertification) This training complies with OSHA standard 1910.178.,,1,,,,AGG.University@dummydata.com,,TRUE,1,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Propane Fill Certification,Propane Fill Certification,0,ILT Content,,1026,TRUE,Time based,TRUE,14400.0,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
Evaluation of your ability to properly and safely operate a Scissor & Boom Lift (No Recertification; Remediation if needed),,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_Scissor & Boom Operating Skills Test,Scissor & Boom Operating Skills Test,0,ILT Content,,909,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
"Know your role and responsibilities, as a leader at Toyoda Gosei, to uphold rules and policies related to corporate and social responsibility, compliance, and third-party involvement (Annual Recertification) This training complies with AGGNA requirements.",,1,,,,AGG.University@dummydata.com,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Compliance_AGG Legal Compliance Training (ILT),AGG Legal Compliance Training (ILT),1,ILT Content,,891,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,"Computer & Software_Access 2010, Part 1",Microsoft Access 2010 Part 1,0,ILT Content,,900,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,"Computer & Software_Access 2010, Part 2",Microsoft Access 2010 Part 2,0,ILT Content,,1024,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer & Software_aPriori (vendor),aPriori,0,ILT Content,,888,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer & Software_Excel (Chart & Graphs) (vendor),Excel - Charts & Graphs,0,ILT Content,,1130,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer & Software_Excel Basics (vendor),Microsoft Excel Basics,0,ILT Content,,1018,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
,,1,,,,,,TRUE,0,,0,,TRUE,,0,0,FALSE,FALSE,1,Conversion Rate by Monetary Value,0,,FALSE,,,,No Email,Computer & Software_Excel Formatting (vendor),Microsoft Excel Formatting,0,ILT Content,,1021,TRUE,Time based,TRUE,,,,,FALSE,FALSE,FALSE,0,Before,,,,0,0,FALSE,,0,0,0,0,0
