Event ID,Session ID*,Part Start Date/Time,Part End Date/Time,Part Break Duration,Part Timezone,Display Times in TimeZone of User,Part name,Part Location,Part Instructor*,Session Status,Cancellation Reason,Cancellation Comment,Available Languages,Vendor/Provider,Registration Deadline,Registration Deadline - Before/After,Allow waitlist for sessions,Allow Auto-Management of Waitlist‡, Auto-Register User upon Granting Waitlist‡,Minimum Users,Maximum Users,Credits,Attendance Parts,Emails,Currency Code,Price Per Session,No-show Penalty – Monetary,No-show Penalty – Training Units,Restrict Withdraw from Session,Refund Type,Refund Percentage‡,Refund Amount‡,Refund Number of Days prior to start‡,Withdrawal Penalty Percentage,Withdrawal Penalty Amount,Penalty Number of Days prior to start,Created/Modified By,Do not allow exception request,Copy Availability from its Event,Availability to All Users,Availability to Specific Users,Availability to OU‡,Availability OU Type,Register Upon Approval,Pre-Approved,Includes Subordinates,Training Contact,Training Units,Default Training Unit Price,Required Training Approvals,Required Completion Approvals,Request Form
Certified Die Casting Technician (vendor),Certified Die Casting Technician (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,14,false,Certified Die Casting Technician Class,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,,,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,,,,,,
Cognex In-Sight (vendor),Cognex In-Sight (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,14,false,Cognex In-Sight EasyBuilder & Spreadsheet Standard Class,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,,,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,,,,,,
Collaborative Robotics - Meet BAXTER - RE - THINK (vendor),Collaborative Robotics - Meet BAXTER - RE - THINK (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,14,false,Collaborative Robotics - Meet BAXTER - RE - THINK ROBOTICS Class,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,,,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,,,,,,
Compliance_Fire Extinguisher (Cintas),Compliance_Fire Extinguisher (Cintas) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,14,false,Live Fire Extinguisher Training (Cintas) Class,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,,,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,,,,,,
Compliance_IATA Dangerous Goods Training,Compliance_IATA Dangerous Goods Training Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,14,false,IATA Dangerous Goods Training Class,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,,,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,,,,,,
Compliance_IMDG,Compliance_IMDG Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,14,false,IMDG Dangerous Goods Training Class,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,,,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,,,,,,
Compliance_Initial/Recurrent (vendor),Compliance_Initial/Recurrent (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,14,false,"Initial/Recurrent IATA, 49 CFR & IMDG Class",Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,,,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,,,,,,
Compliance_Intro to Chrome,Compliance_Intro to Chrome Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,14,false,Intro to Chrome Class,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,,,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,,,,,,
Compliance_Intro to AGG,Compliance_Intro to AGG Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,14,false,Intro to AGG Class,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,,,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,,,,,,
Compliance_Intro to AGG Benefits,Compliance_Intro to AGG Benefits Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,14,false,Intro to AGG Benefits Class,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,,,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,,,,,,
Compliance_Legal Compliance (2020),Compliance_Legal Compliance (2020)-0001,2020-12-02 21:00:00,2020-12-02 22:30:00,,9,false,Offering of Legal Compliance Training (2020),Bldg_1_Room_102,NA900569,,,,,ILT Content,,,1,false,false,0,38,5400,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_Legal Compliance (2020),Compliance_Legal Compliance (2020)-0002,02/13/2020 12:30:00.000,02/13/2020 14:00:00.000,,9,false,Offering of Legal Compliance Training (2020),Bldg_1_Room_102,NA900569,,,,,ILT Content,,,1,false,false,0,35,5400,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_Legal Compliance (2020),Compliance_Legal Compliance (2020)-0003,02/13/2020 16:00:00.000,02/13/2020 17:30:00.000,,9,false,Offering of Legal Compliance Training (2020),Bldg_1_Room_102,NA900569,,,,,ILT Content,,,1,false,false,0,35,5400,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_Legal Compliance (2020),Compliance_Legal Compliance (2020)-0004,02/13/2020 19:30:00.000,02/13/2020 21:00:00.000,,9,false,Offering of Legal Compliance Training (2020),Bldg_1_Room_102,NA900569,,,,,ILT Content,,,1,false,false,0,35,5400,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0001,02/26/2021 13:00:00.000,02/26/2021 14:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0002,02/26/2021 14:30:00.000,02/26/2021 15:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0003,02/26/2021 16:00:00.000,02/26/2021 17:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0004,02/26/2021 17:30:00.000,02/26/2021 18:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0005,02/26/2021 20:00:00.000,02/26/2021 21:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0006,02/26/2021 21:30:00.000,02/26/2021 22:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0007,02/22/2021 13:00:00.000,02/22/2021 14:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0008,02/22/2021 14:30:00.000,02/22/2021 15:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0009,02/22/2021 16:00:00.000,02/22/2021 17:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0010,02/22/2021 17:30:00.000,02/22/2021 18:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0011,02/22/2021 20:00:00.000,02/22/2021 21:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0012,02/22/2021 21:30:00.000,02/22/2021 22:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0013,04/14/2021 12:00:00.000,04/14/2021 13:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0014,04/14/2021 13:30:00.000,04/14/2021 14:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0015,04/14/2021 15:00:00.000,04/14/2021 16:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0016,04/14/2021 16:30:00.000,04/14/2021 17:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0017,04/14/2021 19:00:00.000,04/14/2021 20:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0018,04/14/2021 20:30:00.000,04/14/2021 21:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0019,06/16/2021 12:00:00.000,06/16/2021 13:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0020,06/16/2021 13:30:00.000,06/16/2021 14:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0021,06/16/2021 15:00:00.000,06/16/2021 16:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0022,06/16/2021 16:30:00.000,06/16/2021 17:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0023,06/16/2021 19:00:00.000,06/16/2021 20:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0024,06/16/2021 20:30:00.000,06/16/2021 21:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0025,06/16/2021 11:00:00.000,06/16/2021 12:00:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0026,08/26/2021 11:00:00.000,08/26/2021 12:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0027,08/26/2021 12:00:00.000,08/26/2021 13:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0028,08/26/2021 13:30:00.000,08/26/2021 14:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0029,08/26/2021 15:00:00.000,08/26/2021 16:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0030,08/26/2021 16:30:00.000,08/26/2021 17:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0031,08/26/2021 19:00:00.000,08/26/2021 20:15:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0032,08/26/2021 20:30:00.000,08/26/2021 21:45:00.000,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0034,10/13/2021 13:30:00.000,10/13/2021 15:30:00.000,,9,false,Offering of LIVE Fire Extinguisher Training (Safety Department will Schedule Date & Time),Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,,,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0035,2021-10-11 13:00:00,2021-10-11 14:15:00,,9,false,Offering of LIVE Fire Extinguisher Training (Safety Department will Schedule Date & Time),Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0036,2021-10-11 14:15:00,2021-10-11 15:15:00,,9,false,Offering of LIVE Fire Extinguisher Training (Safety Department will Schedule Date & Time),Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,10,3600,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0037,2021-10-11 15:15:00,2021-10-11 16:15:00,,9,false,Offering of LIVE Fire Extinguisher Training (Safety Department will Schedule Date & Time),Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,,10,3600,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0038,2022-01-03 12:00:00,2022-01-03 13:15:00,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0039,2022-01-03 13:30:00,2022-01-03 14:45:00,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0040,2022-01-03 15:00:00,2022-01-03 16:15:00,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0041,2022-01-03 16:30:00,2022-01-03 17:45:00,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0042,2022-01-03 18:30:00,2022-01-03 19:45:00,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0043,2022-01-03 20:00:00,2022-01-03 21:15:00,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0044,2022-02-03 12:00:00,2022-02-03 13:15:00,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0045,2022-02-03 13:30:00,2022-02-03 14:45:00,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
Compliance_LIVE Fire Extinguisher Training_MO,Compliance_LIVE Fire Extinguisher Training_MO-0046,2022-02-03 15:00:00,2022-02-03 16:15:00,,9,false,Offering of LIVE Fire Extinguisher Training,Bldg_1_Room_102,,,,,,ILT Content,,,1,false,false,3,10,4500,,,,,,,false,,,,,,,,,false,false,false,,,,false,false,false,AGG.University@dummydata.com,,,,,
