User ID*,Material ID*,Transcript Status*,Request Date/Time*,Registration Date/Time*,Transcript Action,Completion Date/Time,Due Date/Time‡,Due Date Action type,Archived,User Exempt Reason,Approver Exempt Reason,User's Exemption Comments,Approver's Exemption Comments,Exempt By,Comments,Training Points,Training Badge
001010,Compliance_Process Implementation & Changes (ERD 4.2.01),Completed,12/04/2014 08:00:00.000,12/04/2014 08:00:00.000,,12/04/2014 00:00:00.000,,,,,,,,,,,
001010,Library_FileHold Tutorials,Completed,04/05/2023 20:34:21.000,04/05/2023 20:34:21.000,,04/05/2023 20:34:21.000,,,,,,,,,,,
001010,Library_Instructions_Create a Workflow in Filehold,Completed,04/05/2023 20:33:04.000,04/05/2023 20:33:04.000,,04/05/2023 20:33:05.000,,,,,,,,,,,
001010,Library_Instructions_Upload Documents to Filehold,Completed,04/05/2023 20:31:11.000,04/05/2023 20:31:11.000,,04/05/2023 20:31:12.000,,,,,,,,,,,
001010,LMS Instructions_Register Employees for Instructor-Led Trainings (ILT)_Library,Completed,01/31/2020 21:47:52.000,01/31/2020 21:47:52.000,,01/31/2020 21:47:52.000,,,,,,,,,,,
001088,Compliance_Chrome PPE Procedure,Completed,05/08/2018 18:38:28.000,05/08/2018 18:38:28.000,,05/08/2018 18:39:49.000,06/24/2018 23:59:59.000,,,,,,,,,,
001088,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001088,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001088,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001088,Compliance_Process Implementation & Changes (ERD 4.2.01),Completed,10/14/2015 08:00:00.000,10/14/2015 08:00:00.000,,10/14/2015 00:00:00.000,,,,,,,,,,,
001088,Compliance_Scrubber Evacuation Plan (Dept. 6218),Completed,05/08/2018 18:38:28.000,05/08/2018 18:38:28.000,,05/08/2018 18:39:15.000,,,,,,,,,,,
001088,Compliance_Triple Rinse Procedure (Dept. 6218),Completed,05/08/2018 18:38:29.000,05/08/2018 18:38:29.000,,05/08/2018 18:40:57.000,06/24/2018 23:59:59.000,,,,,,,,,,
001089,Compliance_Business Conduct Agreement,Completed,07/02/2018 20:23:02.000,07/02/2018 20:23:02.000,,07/12/2018 13:44:35.000,07/16/2018 23:59:59.000,,,,,,,,,,
001089,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001089,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001089,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001094,Compliance_ Bribery Guidelines,Completed,07/11/2016 00:00:00.000,07/11/2016 00:00:00.000,,07/11/2016 00:00:00.000,02/17/2023 23:59:59.000,,,,,,,,This is done by admin due to some Technical Issues or Glitches,,
001094,Compliance_Business Conduct Agreement,Completed,08/20/2018 20:45:22.000,08/20/2018 20:45:22.000,,08/20/2018 20:46:31.000,02/01/2023 23:59:59.000,,,,,,,,,,
001094,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001094,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001094,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001094,Compliance_Process Implementation & Changes (ERD 4.2.01),Completed,12/08/2014 08:00:00.000,12/08/2014 08:00:00.000,,12/08/2014 00:00:00.000,,,,,,,,,,,
001094,Library_ADP Self Evaluation Video Tutorial,Completed,02/01/2023 15:34:32.000,02/01/2023 15:34:32.000,,02/01/2023 15:34:32.000,,,,,,,,,,,
001094,Library_Instructions_Upload Documents to Filehold,Completed,06/29/2021 15:59:16.000,06/29/2021 15:59:16.000,,06/29/2021 15:59:16.000,,,,,,,,,,,
001120,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001120,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001120,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001129,Compliance_Business Conduct Agreement,Completed,07/02/2018 20:34:13.000,07/02/2018 20:34:13.000,,07/02/2018 20:30:00.000,07/16/2018 23:59:59.000,,,,,,,,,,
001129,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001129,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001129,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001129,Compliance_Process Implementation & Changes (ERD 4.2.01),Completed,10/13/2015 08:00:00.000,10/13/2015 08:00:00.000,,10/13/2015 00:00:00.000,,,,,,,,,,,
001129,Resource_View Forklift Evaluation Form,Completed,04/27/2015 08:00:00.000,04/27/2015 08:00:00.000,,04/27/2015 00:00:00.000,,,,,,,,,,,
001129,Resource_View Forklift Instructor List,Completed,04/27/2015 08:00:00.000,04/27/2015 08:00:00.000,,04/27/2015 00:00:00.000,,,,,,,,,,,
001140,Compliance_Business Conduct Agreement,Completed,01/06/2022 06:32:29.000,01/06/2022 06:32:29.000,,01/06/2022 06:36:03.000,12/28/2021 23:59:59.000,,,,,,,,,,
001140,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001140,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001140,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001156,Compliance_Business Conduct Agreement,Completed,07/02/2018 20:34:30.000,07/02/2018 20:34:30.000,,07/02/2018 20:35:00.000,07/16/2018 23:59:59.000,,,,,,,,,,
001156,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001156,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001156,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001166,Compliance_Business Conduct Agreement,Completed,07/02/2018 20:34:29.000,07/02/2018 20:34:29.000,,07/02/2018 20:35:00.000,08/17/2021 23:59:59.000,,,,,,,,,,
001166,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001166,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001166,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001171,Compliance_Business Conduct Agreement,Completed,07/02/2018 20:34:30.000,07/02/2018 20:34:30.000,,07/02/2018 20:35:00.000,07/16/2018 23:59:59.000,,,,,,,,,,
001171,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001171,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001171,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001171,Library_Instructions_Create a Workflow in Filehold,Completed,04/21/2023 14:55:36.000,04/21/2023 14:55:36.000,,04/21/2023 14:55:36.000,,,,,,,,,,,
001171,Library_Instructions_Upload Documents to Filehold,Completed,04/21/2023 14:54:57.000,04/21/2023 14:54:57.000,,04/21/2023 14:54:58.000,,,,,,,,,,,
001171,LMS Instructions_Assign E-Course to Employees2_Library,Completed,03/01/2023 17:46:54.000,03/01/2023 17:46:54.000,,03/01/2023 17:46:56.000,,,,,,,,,,,
001171,Resource_View Forklift Evaluation Form,Completed,10/29/2015 08:00:00.000,10/29/2015 08:00:00.000,,10/29/2015 00:00:00.000,,,,,,,,,,,
001171,Resource_View Forklift Instructor List,Completed,10/29/2015 08:00:00.000,10/29/2015 08:00:00.000,,10/29/2015 00:00:00.000,,,,,,,,,,,
001180,Compliance_Business Conduct Agreement,Completed,08/02/2018 21:50:19.000,08/02/2018 21:50:19.000,,08/02/2018 21:51:12.000,07/16/2018 23:59:59.000,,,,,,,,,,
001180,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001180,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001180,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001191,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001191,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001191,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001200,Compliance_Business Conduct Agreement,Completed,07/02/2018 20:23:02.000,07/02/2018 20:23:02.000,,07/02/2018 20:20:00.000,,,,,,,,,,,
001200,Compliance_Emergency Response Notification Procedure (ERD 4.7.01),Completed,10/19/2018 16:38:16.000,10/19/2018 16:38:16.000,,10/19/2018 16:40:25.000,06/24/2018 23:59:59.000,,,,,,,,,,
001200,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001200,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001200,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001214,Compliance_ Bribery Guidelines,Completed,08/04/2016 00:00:00.000,08/04/2016 00:00:00.000,,08/04/2016 00:00:00.000,02/11/2023 23:59:59.000,,,,,,,,This is done by admin due to some Technical Issues or Glitches,,
001214,Compliance_Business Conduct Agreement,Completed,07/03/2018 14:58:20.000,07/03/2018 14:58:20.000,,07/03/2018 15:03:06.000,07/16/2018 23:59:59.000,,,,,,,,,,
001214,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001214,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001214,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001220,Compliance_Business Conduct Agreement,Completed,07/03/2018 18:07:54.000,07/03/2018 18:07:54.000,,01/22/2019 15:32:10.000,09/08/2021 23:59:59.000,,,,,,,,,,
001220,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001220,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001220,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001220,Compliance_Process Implementation & Changes (ERD 4.2.01),Completed,10/14/2015 08:00:00.000,10/14/2015 08:00:00.000,,10/14/2015 00:00:00.000,,,,,,,,,,,
001220,Compliance_Statement of Confidentiality,Completed,03/24/2023 12:03:28.000,03/24/2023 12:03:28.000,,03/24/2023 12:03:43.000,,,,,,,,,,,
001246,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001246,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001246,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001246,Compliance_Process Implementation & Changes (ERD 4.2.01),Completed,10/14/2015 08:00:00.000,10/14/2015 08:00:00.000,,10/14/2015 00:00:00.000,,,,,,,,,,,
001246,Requirement_AGGJ_Critical Safety Parts_QC&PE,Completed,10/28/2022 19:19:09.000,10/28/2022 19:19:09.000,,10/28/2022 19:28:07.000,,,,,,,,,,,
001281,Compliance_Chrome PPE Procedure,Completed,11/10/2015 08:00:00.000,11/10/2015 08:00:00.000,,11/10/2015 00:00:00.000,,,,,,,,,,,
001281,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001281,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001281,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001281,Compliance_Scrubber Evacuation Plan (Dept. 6218),Completed,11/10/2015 08:00:00.000,11/10/2015 08:00:00.000,,11/10/2015 00:00:00.000,,,,,,,,,,,
001283,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001283,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001283,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001321,Compliance_ Bribery Guidelines,Completed,09/01/2020 20:35:09.000,09/01/2020 20:35:09.000,,09/01/2020 20:38:32.000,,,,,,,,,This is done by admin due to some Technical Issues or Glitches,,
001321,Compliance_Business Conduct Agreement,Completed,07/11/2018 21:01:07.000,07/11/2018 21:01:07.000,,07/11/2018 21:01:36.000,07/16/2018 23:59:59.000,,,,,,,,,,
001321,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001321,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001321,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001321,Requirement_Document Control Procedure,Completed,05/13/2021 14:16:22.000,05/13/2021 14:16:22.000,,05/13/2021 14:17:31.000,,,,,,,,,,,
001321,Requirement_Work Instruction Completion Procedure,Completed,05/13/2021 14:17:59.000,05/13/2021 14:17:59.000,,05/13/2021 14:18:54.000,,,,,,,,,,,
001322,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001322,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001322,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001322,Compliance_Process Implementation & Changes (ERD 4.2.01),Completed,10/19/2015 08:00:00.000,10/19/2015 08:00:00.000,,10/19/2015 00:00:00.000,,,,,,,,,,,
001322,Requirement_AGGJ_Critical Safety Parts_QC&PE,Completed,12/07/2022 17:57:34.000,12/07/2022 17:57:34.000,,12/07/2022 17:58:28.000,,,,,,,,,,,
001357,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001357,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001357,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001357,Requirement_AGGJ_Critical Safety Parts_Op&Maint_textbook,Completed,10/05/2022 11:55:15.000,10/05/2022 11:55:15.000,,10/05/2022 12:09:43.000,,,,,,,,,,,
001357,Resource_View Forklift Evaluation Form,Completed,10/14/2014 08:00:00.000,10/14/2014 08:00:00.000,,10/15/2004 00:00:00.000,,,,,,,,,,,
001357,Resource_View Forklift Instructor List,Completed,10/14/2014 08:00:00.000,10/14/2014 08:00:00.000,,10/15/2004 00:00:00.000,,,,,,,,,,,
001357,Resource_View Overhead Crane Evaluation Form,Completed,01/27/2016 08:00:00.000,01/27/2016 08:00:00.000,,01/27/2016 00:00:00.000,,,,,,,,,,,
001357,Resource_View Overhead Crane Instructor List,Completed,01/27/2016 08:00:00.000,01/27/2016 08:00:00.000,,01/27/2016 00:00:00.000,,,,,,,,,,,
001357,Safety_Global Machine Safety Standard,Completed,01/23/2019 17:49:08.000,01/23/2019 17:49:08.000,,02/11/2019 20:40:13.000,08/06/2021 23:59:59.000,,,,,,,,,,
001378,Compliance_Business Conduct Agreement,Completed,07/02/2018 20:34:30.000,07/02/2018 20:34:30.000,,07/02/2018 20:35:00.000,07/16/2018 23:59:59.000,,,,,,,,,,
001378,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001378,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001378,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001378,Library_ADP Self Evaluation Video Tutorial,Completed,02/01/2023 16:18:13.000,02/01/2023 16:18:13.000,,02/01/2023 16:18:14.000,,,,,,,,,,,
001378,Resource_View Forklift Evaluation Form,Completed,08/26/2014 08:00:00.000,08/26/2014 08:00:00.000,,08/26/2014 00:00:00.000,,,,,,,,,,,
001378,Resource_View Forklift Instructor List,Completed,08/26/2014 08:00:00.000,08/26/2014 08:00:00.000,,08/26/2014 00:00:00.000,,,,,,,,,,,
001383,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001383,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001383,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001383,Compliance_Production Mold Change Safety Procedure 2,Completed,10/03/2018 19:48:11.000,10/03/2018 19:48:11.000,,11/29/2017 21:30:00.000,,,,,,,,,,,
001383,Resource_View Overhead Crane Evaluation Form,Completed,03/08/2016 08:00:00.000,03/08/2016 08:00:00.000,,03/08/2016 00:00:00.000,,,,,,,,,,,
001383,Resource_View Overhead Crane Instructor List,Completed,03/08/2016 08:00:00.000,03/08/2016 08:00:00.000,,03/08/2016 00:00:00.000,,,,,,,,,,,
001386,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001386,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001386,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001386,Requirement_AGGJ_Critical Safety Parts_Op&Maint_textbook,Completed,10/20/2022 20:57:43.000,10/20/2022 20:57:43.000,,10/20/2022 20:59:42.000,,,,,,,,,,,
001397,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001397,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001397,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001397,Requirement_AGGJ_Critical Safety Parts_Op&Maint_textbook,Completed,12/14/2022 23:38:57.000,12/14/2022 23:38:57.000,,12/15/2022 00:06:17.000,,,,,,,,,,,
001422,Compliance_Business Conduct Agreement,Completed,07/02/2018 20:34:29.000,07/02/2018 20:34:29.000,,07/02/2018 20:35:00.000,07/16/2018 23:59:59.000,,,,,,,,,,
001422,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001422,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001422,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001437,Compliance_ Bribery Guidelines,Completed,03/03/2015 00:00:00.000,03/03/2015 00:00:00.000,,03/03/2015 00:00:00.000,09/30/2020 23:59:59.000,,,,,,,,This is done by admin due to some Technical Issues or Glitches,,
001437,Compliance_Business Conduct Agreement,Completed,07/25/2018 19:34:30.000,07/25/2018 19:34:30.000,,07/25/2018 19:34:52.000,07/16/2018 23:59:59.000,,,,,,,,,,
001437,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001437,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001437,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001437,Compliance_Process Implementation & Changes (ERD 4.2.01),Completed,12/15/2015 08:00:00.000,12/15/2015 08:00:00.000,,12/15/2015 00:00:00.000,,,,,,,,,,,
001437,Resource_View Forklift Evaluation Form,Completed,10/26/2017 08:00:00.000,10/26/2017 08:00:00.000,,10/26/2017 00:00:00.000,,,,,,,,,,,
001437,Resource_View Forklift Instructor List,Completed,10/26/2017 08:00:00.000,10/26/2017 08:00:00.000,,10/26/2017 00:00:00.000,,,,,,,,,,,
001467,Compliance_Business Conduct Agreement,Completed,07/02/2018 20:34:13.000,07/02/2018 20:34:13.000,,07/02/2018 20:30:00.000,07/16/2018 23:59:59.000,,,,,,,,,,
001467,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
001467,Compliance_Orientation eSign,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001467,Compliance_Orientation Policies & Procedures,Completed,08/22/2016 08:00:00.000,08/22/2016 08:00:00.000,,08/22/2016 00:00:00.000,,,,,,,,,,,
001480,Compliance_Employee FMLA Rights,Completed,02/13/2017 08:00:00.000,02/13/2017 08:00:00.000,,02/13/2017 00:00:00.000,,,,,,,,,,,
